"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 12 05:13:12 GMT 2022","Sat Nov 12 05:13:12 GMT 2022","528","suite","","SOAPAccountServiceTest","","","TC02_AccountLoginRequest - SOAP Test to Login to Account","SOAP Test to Login to Account"
"passed","Sat Nov 12 05:12:31 GMT 2022","Sat Nov 12 05:12:38 GMT 2022","7348","suite","","RESTUserTest","","","TC05_StoreLogin - To Login to the store with newly added user","To Login to the store with newly added user"
"passed","Sat Nov 12 05:12:55 GMT 2022","Sat Nov 12 05:13:11 GMT 2022","16177","suite","","DownloadTest","","","DownloadTest - To download pdf file from application","To download pdf file from application"
"passed","Sat Nov 12 05:12:22 GMT 2022","Sat Nov 12 05:12:28 GMT 2022","5982","suite","","LoginTest","","","TC02_InValidLogin - Login with invalid credentials","Login with invalid credentials"
"passed","Sat Nov 12 05:13:11 GMT 2022","Sat Nov 12 05:13:12 GMT 2022","530","suite","","SOAPAccountServiceTest","","","TC01_AccountCreateRequest - SOAP Test to Create Account","SOAP Test to Create Account"
"passed","Sat Nov 12 05:12:38 GMT 2022","Sat Nov 12 05:12:55 GMT 2022","16925","suite","","RESTUserTest","","","TC06_DeleteUser - To delete a newly added user","To delete a newly added user"
"passed","Sat Nov 12 05:11:38 GMT 2022","Sat Nov 12 05:12:18 GMT 2022","39887","suite","","RESTUserTest","","","TC01_GetAllUserTest - To get all the user in the store","To get all the user in the store"
"passed","Sat Nov 12 05:13:13 GMT 2022","Sat Nov 12 05:13:13 GMT 2022","430","suite","","SOAPAccountServiceTest","","","TC04_CountrySearchRequest - SOAP Test to Search Country","SOAP Test to Search Country"
"passed","Sat Nov 12 05:12:35 GMT 2022","Sat Nov 12 05:12:55 GMT 2022","20383","suite","","ContactUsTest","","","TC01_ContactUsTest - Contact Us regarding Headphone","Contact Us regarding Headphone"
"passed","Sat Nov 12 05:12:18 GMT 2022","Sat Nov 12 05:12:35 GMT 2022","17115","suite","","LoginTest","","","TC01_ValidLogin - Login with valid credentials","Login with valid credentials"
"passed","Sat Nov 12 05:13:12 GMT 2022","Sat Nov 12 05:13:13 GMT 2022","502","suite","","SOAPAccountServiceTest","","","TC03_AccountLogoutRequest - SOAP Test toLogout of Account","SOAP Test toLogout of Account"
"passed","Sat Nov 12 05:12:18 GMT 2022","Sat Nov 12 05:12:18 GMT 2022","8","suite","","RESTUserTest","","","TC02_GetSingleUser - To get single user in the store","To get single user in the store"
"passed","Sat Nov 12 05:12:28 GMT 2022","Sat Nov 12 05:12:55 GMT 2022","26729","suite","","LoginTest","","","TC03_LoginCreateAccount - Login with valid credentials from Create Account","Login with valid credentials from Create Account"
"passed","Sat Nov 12 05:12:18 GMT 2022","Sat Nov 12 05:12:18 GMT 2022","37","suite","","RESTUserTest","","","TC03_AddUser - To add new user to the store","To add new user to the store"
"passed","Sat Nov 12 05:11:39 GMT 2022","Sat Nov 12 05:12:18 GMT 2022","39112","suite","","CreateAccountTest","","","TC01_CreateAccountTest - Create new user with India Address","Create new user with India Address"
"passed","Sat Nov 12 05:12:55 GMT 2022","Sat Nov 12 05:13:09 GMT 2022","13559","suite","","ContactUsTest","","","TC02_ContactUsTest - Contact Us regarding Speakers","Contact Us regarding Speakers"
"passed","Sat Nov 12 05:11:38 GMT 2022","Sat Nov 12 05:12:22 GMT 2022","44889","suite","","CreateAccountTest","","","TC02_CreateAccountTest - Create new user with London Address","Create new user with London Address"
"passed","Sat Nov 12 05:12:18 GMT 2022","Sat Nov 12 05:12:31 GMT 2022","13223","suite","","RESTUserTest","","","TC04_UpdateUser - To update phone number of newly added user","To update phone number of newly added user"
